i,j,k,abs,arg,re,im
0,9,0,7.590114e-6,2.195834e0,-4.441185e-6,6.155137e-6
0,9,1,3.734660e-13,2.777821e0,-3.490270e-13,1.328798e-13
0,9,2,9.717875e-7,-1.301609e0,2.584449e-7,-9.367909e-7
0,9,3,2.553629e-1,-7.667081e-1,1.839120e-1,-1.771627e-1
0,9,4,3.807102e-1,2.867402e0,-3.664887e-1,1.030840e-1
0,9,5,7.701429e-2,-7.301467e-1,5.738154e-2,-5.136691e-2
0,9,6,2.253394e-2,2.321165e0,-1.536610e-2,1.648216e-2
0,9,7,1.071137e-9,-1.894184e0,-3.403864e-10,-1.015614e-9
0,9,8,4.019455e-1,-1.644455e0,-2.957991e-2,-4.008556e-1
0,9,9,6.060771e-1,-1.796531e0,-1.356536e-1,-5.907009e-1
1,0,0,4.462956e-16,1.632192e-1,4.403640e-16,7.252100e-17
1,0,1,4.564192e-23,5.248733e-1,3.949794e-23,2.287132e-23
1,0,2,7.879884e-18,3.746459e-1,7.333314e-18,2.883588e-18
1,0,3,5.172457e-13,2.753042e0,-4.786898e-13,1.959573e-13
1,0,4,1.205683e-12,2.092348e0,-6.007031e-13,1.045384e-12
1,0,5,1.069535e-12,6.221661e-1,8.691232e-13,6.233214e-13
1,0,6,5.966736e-14,-2.734629e0,-5.479415e-14,-2.361769e-14
1,0,7,1.237489e-21,2.071633e0,-5.941921e-22,1.085502e-21
1,0,8,2.010646e-13,6.276580e-1,1.627427e-13,1.180754e-13
1,0,9,3.734660e-13,2.777821e0,-3.490270e-13,1.328798e-13
1,1,0,4.564192e-23,5.248733e-1,3.949794e-23,2.287132e-23
1,1,1,4.318480e-30,8.955736e-1,2.699357e-30,3.370866e-30
1,1,2,3.983945e-25,1.830822e-1,3.917362e-25,7.253212e-26
1,1,3,2.709219e-20,3.085373e0,-2.704939e-20,1.522321e-21
1,1,4,6.689809e-20,2.018066e0,-2.893381e-20,6.031741e-20
1,1,5,7.206353e-20,7.675772e-1,5.185656e-20,5.004047e-20
1,1,6,4.707201e-21,-2.476169e0,-3.702945e-21,-2.906189e-21
1,1,7,7.415918e-29,2.426169e0,-5.597650e-29,4.864375e-29
1,1,8,1.144825e-20,1.067905e0,5.517606e-21,1.003087e-20
1,1,9,2.048988e-20,-2.784575e0,-1.919786e-20,-7.160824e-21
1,2,0,7.879884e-18,3.746459e-1,7.333314e-18,2.883588e-18
1,2,1,3.983945e-25,1.830822e-1,3.917362e-25,7.253212e-26
1,2,2,1.830230e-18,1.270518e0,5.413574e-19,1.748335e-18
1,2,3,7.512585e-14,-2.451964e0,-5.795827e-14,-4.779887e-14
1,2,4,3.252756e-13,2.587832e0,-2.766641e-13,1.710590e-13
1,2,5,2.076212e-13,2.457377e0,-1.608888e-13,1.312302e-13
1,2,6,1.899029e-14,1.932487e0,-6.719821e-15,1.776162e-14
1,2,7,9.008512e-23,-1.525505e-1,8.903894e-23,-1.368929e-23
1,2,8,4.479976e-15,6.284767e-1,3.623960e-15,2.633837e-15
1,2,9,4.968188e-14,-7.717730e-1,3.560578e-14,-3.464849e-14
1,3,0,5.172457e-13,2.753042e0,-4.786898e-13,1.959573e-13
1,3,1,2.709219e-20,3.085373e0,-2.704939e-20,1.522321e-21
1,3,2,7.512585e-14,-2.451964e0,-5.795827e-14,-4.779887e-14
1,3,3,8.649545e-9,-3.855084e-1,8.014732e-9,-3.252491e-9
1,3,4,6.809068e-9,-2.299519e0,-4.534277e-9,-5.079738e-9
1,3,5,1.482402e-8,-3.118151e0,-1.481995e-8,-3.474631e-10
1,3,6,1.130808e-9,-2.923945e0,-1.104130e-9,-2.441790e-10
1,3,7,1.272856e-17,-1.580068e0,-1.180196e-19,-1.272801e-17
1,3,8,1.585390e-9,-1.732726e0,-2.556012e-10,-1.564650e-9
1,3,9,1.371104e-8,-3.451685e-1,1.290234e-8,-4.639201e-9
1,4,0,1.205683e-12,2.092348e0,-6.007031e-13,1.045384e-12
1,4,1,6.689809e-20,2.018066e0,-2.893381e-20,6.031741e-20
1,4,2,3.252756e-13,2.587832e0,-2.766641e-13,1.710590e-13
1,4,3,6.809068e-9,-2.299519e0,-4.534277e-9,-5.079738e-9
1,4,4,4.081236e-8,-1.567711e0,1.259293e-10,-4.081217e-8
1,4,5,1.227977e-8,-1.530228e0,4.980274e-10,-1.226967e-8
1,4,6,2.398203e-9,9.411412e-1,1.412221e-9,1.938301e-9
1,4,7,1.339220e-18,-1.498544e0,9.667772e-20,-1.335726e-18
1,4,8,2.435217e-9,2.335107e0,-1.685266e-9,1.757885e-9
1,4,9,2.205674e-8,-3.083056e0,-2.201897e-8,-1.290393e-9
1,5,0,1.069535e-12,6.221661e-1,8.691232e-13,6.233214e-13
1,5,1,7.206353e-20,7.675772e-1,5.185656e-20,5.004047e-20
1,5,2,2.076212e-13,2.457377e0,-1.608888e-13,1.312302e-13
1,5,3,1.482402e-8,-3.118151e0,-1.481995e-8,-3.474631e-10
1,5,4,1.227977e-8,-1.530228e0,4.980274e-10,-1.226967e-8
1,5,5,3.591599e-8,7.640676e-1,2.593234e-8,2.484898e-8
1,5,6,3.028008e-9,3.005973e0,-3.000204e-9,4.093994e-10
1,5,7,7.001661e-17,1.836565e0,-1.838992e-17,6.755839e-17
1,5,8,1.482596e-8,1.150088e0,6.055029e-9,1.353313e-8
1,5,9,8.992784e-9,-1.020756e0,4.700725e-9,-7.666378e-9
1,6,0,5.966736e-14,-2.734629e0,-5.479415e-14,-2.361769e-14
1,6,1,4.707201e-21,-2.476169e0,-3.702945e-21,-2.906189e-21
1,6,2,1.899029e-14,1.932487e0,-6.719821e-15,1.776162e-14
1,6,3,1.130808e-9,-2.923945e0,-1.104130e-9,-2.441790e-10
1,6,4,2.398203e-9,9.411412e-1,1.412221e-9,1.938301e-9
1,6,5,3.028008e-9,3.005973e0,-3.000204e-9,4.093994e-10
1,6,6,1.475353e-9,1.058544e0,7.231315e-10,1.285981e-9
1,6,7,5.748807e-18,-1.885652e0,-1.780285e-18,-5.466202e-18
1,6,8,9.429866e-10,-1.954571e0,-3.530759e-10,-8.743918e-10
1,6,9,2.270327e-9,2.103655e0,-1.153321e-9,1.955566e-9
1,7,0,1.237489e-21,2.071633e0,-5.941921e-22,1.085502e-21
1,7,1,7.415918e-29,2.426169e0,-5.597650e-29,4.864375e-29
1,7,2,9.008512e-23,-1.525505e-1,8.903894e-23,-1.368929e-23
1,7,3,1.272856e-17,-1.580068e0,-1.180196e-19,-1.272801e-17
1,7,4,1.339220e-18,-1.498544e0,9.667772e-20,-1.335726e-18
1,7,5,7.001661e-17,1.836565e0,-1.838992e-17,6.755839e-17
1,7,6,5.748807e-18,-1.885652e0,-1.780285e-18,-5.466202e-18
1,7,7,1.501036e-25,-3.752133e-1,1.396608e-25,-5.500861e-26
1,7,8,3.287584e-17,1.715887e0,-4.753268e-18,3.253041e-17
1,7,9,6.978759e-17,-1.552624e0,1.268122e-18,-6.977606e-17
1,8,0,2.010646e-13,6.276580e-1,1.627427e-13,1.180754e-13
1,8,1,1.144825e-20,1.067905e0,5.517606e-21,1.003087e-20
1,8,2,4.479976e-15,6.284767e-1,3.623960e-15,2.633837e-15
1,8,3,1.585390e-9,-1.732726e0,-2.556012e-10,-1.564650e-9
1,8,4,2.435217e-9,2.335107e0,-1.685266e-9,1.757885e-9
1,8,5,1.482596e-8,1.150088e0,6.055029e-9,1.353313e-8
1,8,6,9.429866e-10,-1.954571e0,-3.530759e-10,-8.743918e-10
1,8,7,3.287584e-17,1.715887e0,-4.753268e-18,3.253041e-17
1,8,8,1.142416e-8,-1.885814e0,-3.539589e-9,-1.086199e-8
1,8,9,2.367599e-8,-1.108578e0,1.055795e-8,-2.119156e-8
1,9,0,3.734660e-13,2.777821e0,-3.490270e-13,1.328798e-13
1,9,1,2.048988e-20,-2.784575e0,-1.919786e-20,-7.160824e-21
1,9,2,4.968188e-14,-7.717730e-1,3.560578e-14,-3.464849e-14
1,9,3,1.371104e-8,-3.451685e-1,1.290234e-8,-4.639201e-9
1,9,4,2.205674e-8,-3.083056e0,-2.201897e-8,-1.290393e-9
1,9,5,8.992784e-9,-1.020756e0,4.700725e-9,-7.666378e-9
1,9,6,2.270327e-9,2.103655e0,-1.153321e-9,1.955566e-9
1,9,7,6.978759e-17,-1.552624e0,1.268122e-18,-6.977606e-17
1,9,8,2.367599e-8,-1.108578e0,1.055795e-8,-2.119156e-8
1,9,9,2.946973e-8,-1.391309e0,5.261081e-9,-2.899631e-8
2,0,0,1.604680e-10,4.406734e-1,1.451376e-10,6.844741e-11
2,0,1,7.879884e-18,3.746459e-1,7.333314e-18,2.883588e-18
2,0,2,3.609073e-11,1.355179e0,7.721634e-12,3.525503e-11
2,0,3,1.423783e-6,-2.592628e0,-1.214579e-6,-7.429357e-7
2,0,4,5.398968e-6,2.669007e0,-4.807210e-6,2.457557e-6
2,0,5,3.134644e-6,1.948992e0,-1.157448e-6,2.913126e-6
2,0,6,3.324068e-7,1.682335e0,-3.699936e-8,3.303412e-7
2,0,7,2.005209e-16,1.232508e0,6.654741e-17,1.891562e-16
2,0,8,2.717097e-7,5.333705e-1,2.339687e-7,1.381477e-7
2,0,9,9.717875e-7,-1.301609e0,2.584449e-7,-9.367909e-7
2,1,0,7.879884e-18,3.746459e-1,7.333314e-18,2.883588e-18
2,1,1,3.983945e-25,1.830822e-1,3.917362e-25,7.253212e-26
2,1,2,1.830230e-18,1.270518e0,5.413574e-19,1.748335e-18
2,1,3,7.512585e-14,-2.451964e0,-5.795827e-14,-4.779887e-14
2,1,4,3.252756e-13,2.587832e0,-2.766641e-13,1.710590e-13
2,1,5,2.076212e-13,2.457377e0,-1.608888e-13,1.312302e-13
2,1,6,1.899029e-14,1.932487e0,-6.719821e-15,1.776162e-14
2,1,7,9.008512e-23,-1.525505e-1,8.903894e-23,-1.368929e-23
2,1,8,4.479976e-15,6.284767e-1,3.623960e-15,2.633837e-15
2,1,9,4.968188e-14,-7.717730e-1,3.560578e-14,-3.464849e-14
2,2,0,3.609073e-11,1.355179e0,7.721634e-12,3.525503e-11
2,2,1,1.830230e-18,1.270518e0,5.413574e-19,1.748335e-18
2,2,2,1.272327e-11,1.543745e0,3.441344e-13,1.271862e-11
2,2,3,1.958986e-7,-3.096014e0,-1.956952e-7,-8.925758e-9
2,2,4,1.196526e-6,-2.579506e0,-1.012434e-6,-6.376920e-7
2,2,5,6.879357e-7,-2.781874e0,-6.439049e-7,-2.421609e-7
2,2,6,1.590297e-7,2.122926e-1,1.554596e-7,3.350782e-8
2,2,7,5.560831e-16,6.567856e-1,4.403950e-16,3.395300e-16
2,2,8,6.034687e-8,-2.406863e0,-4.477812e-8,-4.045572e-8
2,2,9,2.146794e-7,2.353764e0,-1.514319e-7,1.521697e-7
2,3,0,1.423783e-6,-2.592628e0,-1.214579e-6,-7.429357e-7
2,3,1,7.512585e-14,-2.451964e0,-5.795827e-14,-4.779887e-14
2,3,2,1.958986e-7,-3.096014e0,-1.956952e-7,-8.925758e-9
2,3,3,1.865261e-2,3.339565e-1,1.762210e-2,6.114018e-3
2,3,4,2.871985e-2,-1.526945e0,1.258992e-3,-2.869225e-2
2,3,5,9.180878e-2,-1.470812e0,9.164141e-3,-9.135026e-2
2,3,6,2.615272e-3,-6.707940e-2,2.609390e-3,-1.752993e-4
2,3,7,3.665781e-11,1.339106e0,8.417483e-12,3.567830e-11
2,3,8,5.869878e-3,2.811348e0,-5.552687e-3,1.903454e-3
2,3,9,2.825525e-2,2.067567e0,-1.346614e-2,2.483993e-2
2,4,0,5.398968e-6,2.669007e0,-4.807210e-6,2.457557e-6
2,4,1,3.252756e-13,2.587832e0,-2.766641e-13,1.710590e-13
2,4,2,1.196526e-6,-2.579506e0,-1.012434e-6,-6.376920e-7
2,4,3,2.871985e-2,-1.526945e0,1.258992e-3,-2.869225e-2
2,4,4,1.819454e-1,-7.182388e-1,1.369987e-1,-1.197309e-1
2,4,5,8.178724e-2,1.860123e0,-2.333449e-2,7.838784e-2
2,4,6,5.788691e-3,-3.079965e0,-5.777701e-3,-3.565196e-4
2,4,7,7.258710e-11,-2.251065e0,-4.565740e-11,-5.642951e-11
2,4,8,1.452538e-2,1.482477e0,1.281211e-3,1.446876e-2
2,4,9,4.256358e-2,-6.230456e-1,3.456610e-2,-2.483633e-2
2,5,0,3.134644e-6,1.948992e0,-1.157448e-6,2.913126e-6
2,5,1,2.076212e-13,2.457377e0,-1.608888e-13,1.312302e-13
2,5,2,6.879357e-7,-2.781874e0,-6.439049e-7,-2.421609e-7
2,5,3,9.180878e-2,-1.470812e0,9.164141e-3,-9.135026e-2
2,5,4,8.178724e-2,1.860123e0,-2.333449e-2,7.838784e-2
2,5,5,2.051483e-1,3.071974e0,-2.046513e-1,1.427054e-2
2,5,6,2.208214e-2,-3.046033e0,-2.198140e-2,-2.106955e-3
2,5,7,8.309961e-11,2.970412e0,-8.188505e-11,1.415568e-11
2,5,8,2.834711e-2,-1.026633e0,1.467536e-2,-2.425268e-2
2,5,9,6.302862e-2,-1.796400e0,-1.409916e-2,-6.143143e-2
2,6,0,3.324068e-7,1.682335e0,-3.699936e-8,3.303412e-7
2,6,1,1.899029e-14,1.932487e0,-6.719821e-15,1.776162e-14
2,6,2,1.590297e-7,2.122926e-1,1.554596e-7,3.350782e-8
2,6,3,2.615272e-3,-6.707940e-2,2.609390e-3,-1.752993e-4
2,6,4,5.788691e-3,-3.079965e0,-5.777701e-3,-3.565196e-4
2,6,5,2.208214e-2,-3.046033e0,-2.198140e-2,-2.106955e-3
2,6,6,5.451178e-3,-9.794370e-1,3.038977e-3,-4.525479e-3
2,6,7,3.208121e-11,-7.588720e-1,2.327853e-11,-2.207519e-11
2,6,8,5.276364e-3,1.249839e-1,5.235207e-3,6.577451e-4
2,6,9,3.106954e-3,-3.038171e0,-3.090353e-3,-3.207540e-4
2,7,0,2.005209e-16,1.232508e0,6.654741e-17,1.891562e-16
2,7,1,9.008512e-23,-1.525505e-1,8.903894e-23,-1.368929e-23
2,7,2,5.560831e-16,6.567856e-1,4.403950e-16,3.395300e-16
2,7,3,3.665781e-11,1.339106e0,8.417483e-12,3.567830e-11
2,7,4,7.258710e-11,-2.251065e0,-4.565740e-11,-5.642951e-11
2,7,5,8.309961e-11,2.970412e0,-8.188505e-11,1.415568e-11
2,7,6,3.208121e-11,-7.588720e-1,2.327853e-11,-2.207519e-11
2,7,7,2.892023e-19,1.566918e0,1.121629e-21,2.892001e-19
2,7,8,1.598078e-10,2.941401e0,-1.566162e-10,3.177888e-11
2,7,9,1.571300e-10,1.032394e0,8.057081e-11,1.349006e-10
2,8,0,2.717097e-7,5.333705e-1,2.339687e-7,1.381477e-7
2,8,1,4.479976e-15,6.284767e-1,3.623960e-15,2.633837e-15
2,8,2,6.034687e-8,-2.406863e0,-4.477812e-8,-4.045572e-8
2,8,3,5.869878e-3,2.811348e0,-5.552687e-3,1.903454e-3
2,8,4,1.452538e-2,1.482477e0,1.281211e-3,1.446876e-2
2,8,5,2.834711e-2,-1.026633e0,1.467536e-2,-2.425268e-2
2,8,6,5.276364e-3,1.249839e-1,5.235207e-3,6.577451e-4
2,8,7,1.598078e-10,2.941401e0,-1.566162e-10,3.177888e-11
2,8,8,2.563078e-2,1.365490e0,5.225268e-3,2.509250e-2
2,8,9,4.974238e-2,9.621224e-1,2.844170e-2,4.080899e-2
2,9,0,9.717875e-7,-1.301609e0,2.584449e-7,-9.367909e-7
2,9,1,4.968188e-14,-7.717730e-1,3.560578e-14,-3.464849e-14
2,9,2,2.146794e-7,2.353764e0,-1.514319e-7,1.521697e-7
2,9,3,2.825525e-2,2.067567e0,-1.346614e-2,2.483993e-2
2,9,4,4.256358e-2,-6.230456e-1,3.456610e-2,-2.483633e-2
2,9,5,6.302862e-2,-1.796400e0,-1.409916e-2,-6.143143e-2
2,9,6,3.106954e-3,-3.038171e0,-3.090353e-3,-3.207540e-4
2,9,7,1.571300e-10,1.032394e0,8.057081e-11,1.349006e-10
2,9,8,4.974238e-2,9.621224e-1,2.844170e-2,4.080899e-2
2,9,9,8.555625e-2,1.852796e0,-2.380830e-2,8.217687e-2
3,0,0,9.861735e-6,2.557089e0,-8.224551e-6,5.441559e-6
3,0,1,5.172457e-13,2.753042e0,-4.786898e-13,1.959573e-13
3,0,2,1.423783e-6,-2.592628e0,-1.214579e-6,-7.429357e-7
3,0,3,1.370661e-1,-5.867206e-1,1.141432e-1,-7.588431e-2
3,0,4,1.515921e-1,-1.824985e0,-3.811941e-2,-1.467211e-1
3,0,5,1.862264e-1,2.605885e0,-1.601375e-1,9.505927e-2
3,0,6,1.021524e-2,2.904568e0,-9.929627e-3,2.398654e-3
3,0,7,2.906334e-10,-1.588298e0,-5.086198e-12,-2.905889e-10
3,0,8,4.013767e-2,-1.792825e0,-8.838677e-3,-3.915240e-2
3,0,9,2.553629e-1,-7.667081e-1,1.839120e-1,-1.771627e-1
3,1,0,5.172457e-13,2.753042e0,-4.786898e-13,1.959573e-13
3,1,1,2.709219e-20,3.085373e0,-2.704939e-20,1.522321e-21
3,1,2,7.512585e-14,-2.451964e0,-5.795827e-14,-4.779887e-14
3,1,3,8.649545e-9,-3.855084e-1,8.014732e-9,-3.252491e-9
3,1,4,6.809068e-9,-2.299519e0,-4.534277e-9,-5.079738e-9
3,1,5,1.482402e-8,-3.118151e0,-1.481995e-8,-3.474631e-10
3,1,6,1.130808e-9,-2.923945e0,-1.104130e-9,-2.441790e-10
3,1,7,1.272856e-17,-1.580068e0,-1.180196e-19,-1.272801e-17
3,1,8,1.585390e-9,-1.732726e0,-2.556012e-10,-1.564650e-9
3,1,9,1.371104e-8,-3.451685e-1,1.290234e-8,-4.639201e-9
3,2,0,1.423783e-6,-2.592628e0,-1.214579e-6,-7.429357e-7
3,2,1,7.512585e-14,-2.451964e0,-5.795827e-14,-4.779887e-14
3,2,2,1.958986e-7,-3.096014e0,-1.956952e-7,-8.925758e-9
3,2,3,1.865261e-2,3.339565e-1,1.762210e-2,6.114018e-3
3,2,4,2.871985e-2,-1.526945e0,1.258992e-3,-2.869225e-2
3,2,5,9.180878e-2,-1.470812e0,9.164141e-3,-9.135026e-2
3,2,6,2.615272e-3,-6.707940e-2,2.609390e-3,-1.752993e-4
3,2,7,3.665781e-11,1.339106e0,8.417483e-12,3.567830e-11
3,2,8,5.869878e-3,2.811348e0,-5.552687e-3,1.903454e-3
3,2,9,2.825525e-2,2.067567e0,-1.346614e-2,2.483993e-2
3,3,0,1.370661e-1,-5.867206e-1,1.141432e-1,-7.588431e-2
3,3,1,8.649545e-9,-3.855084e-1,8.014732e-9,-3.252491e-9
3,3,2,1.865261e-2,3.339565e-1,1.762210e-2,6.114018e-3
3,3,3,3.120793e3,2.072870e0,-1.501865e3,2.735645e3
3,3,4,8.653823e2,-1.870660e0,-2.556256e2,-8.267661e2
3,3,5,7.433917e3,-8.716670e-1,4.784109e3,-5.689940e3
3,3,6,8.156805e2,-2.925118e-1,7.810326e2,-2.352082e2
3,3,7,5.469405e-6,2.627393e0,-4.762139e-6,2.690060e-6
3,3,8,2.575571e3,2.246870e0,-1.611625e3,2.009037e3
3,3,9,7.976160e3,2.296863e0,-5.295639e3,5.964506e3
3,4,0,1.515921e-1,-1.824985e0,-3.811941e-2,-1.467211e-1
3,4,1,6.809068e-9,-2.299519e0,-4.534277e-9,-5.079738e-9
3,4,2,2.871985e-2,-1.526945e0,1.258992e-3,-2.869225e-2
3,4,3,8.653823e2,-1.870660e0,-2.556256e2,-8.267661e2
3,4,4,8.865527e3,4.232945e-1,8.083061e3,3.641661e3
3,4,5,1.199622e4,1.782489e0,-2.520588e3,1.172843e4
3,4,6,1.316600e3,3.115483e0,-1.316151e3,3.437212e1
3,4,7,1.472160e-5,5.712797e-1,1.238396e-5,7.960103e-6
3,4,8,4.797532e3,-3.948361e-1,4.428408e3,-1.845404e3
3,4,9,1.021435e4,-4.192791e-1,9.329612e3,-4.158284e3
3,5,0,1.862264e-1,2.605885e0,-1.601375e-1,9.505927e-2
3,5,1,1.482402e-8,-3.118151e0,-1.481995e-8,-3.474631e-10
3,5,2,9.180878e-2,-1.470812e0,9.164141e-3,-9.135026e-2
3,5,3,7.433917e3,-8.716670e-1,4.784109e3,-5.689940e3
3,5,4,1.199622e4,1.782489e0,-2.520588e3,1.172843e4
3,5,5,1.303137e4,-2.626990e0,-1.134366e4,-6.413893e3
3,5,6,1.716989e3,-1.465834e0,1.798879e2,-1.707540e3
3,5,7,2.947998e-5,-2.986797e0,-2.912749e-5,-4.545176e-6
3,5,8,4.071801e3,2.345952e0,-2.849557e3,2.908537e3
3,5,9,2.570940e3,-6.767925e-1,2.004267e3,-1.610169e3
3,6,0,1.021524e-2,2.904568e0,-9.929627e-3,2.398654e-3
